query,count,#docs
regularidade jurídica e fiscal ,1,7
"""estudo técnico preliminar"" e ""competência""",1,1
regularidade fiscal e trabalhista licitação,1,2
"""estudo técnico preliminar"" e ""estudo técnico preliminar""",1,22
regularidade fiscal e sistema s,1,9
"""estudo"" e ""viabilidade"" e ""soluções""",1,4
registro e preços e mesmas e condições e unitários,1,1
registro e preço e reforma e complexo,1,1
registro de preços e concorrência,1,1
registro de preços e peculiaridade,1,3
registro de preços e orçamentário,1,3
"""fotografias"" e ""prestação de contas""",1,18
registro de preços e obra,1,11
"""fracionamento indevido"" e ""inidoneidade""",1,1
valor da outorga e concessão,1,3
registro de preços e menor preço,1,12
registro de preços e mais de um órgão,1,2
registro de preços e lotes,1,13
registro de preços e lote único,1,1
registro de preços e lote e aquisição e itens,1,11
registro de preços e lote ,1,13
"""fracionamento"" e economia de escala",1,1
registro de preços e locação,1,1
registro de preços e locais de entrega,1,1
registro de preços e item superior,1,1
 ressalva e arquivamento,1,1
registro de preços e hipótese,1,18
registro de preços e gerenciamento e ,1,1
registro de preços e estimativa,1,12
registro de preços e estados e municípios,1,1
registro de preços e engenharia,1,11
registro de preços e dotação ,1,2
registro de preços e dispensa,1,3
registro de preços e desconto,1,1
"""fraude a licitação"" e ""qualificação""",1,5
registro de preços e contínuo,1,4
registro de preços e controle,1,6
registro de preços e parcelada,1,1
registro de preços e pesquisa de mercado,1,7
registro e preço e quantitativo,1,19
registro de preços e planilha,1,2
registro e preço e inexigibilidade,1,1
registro e preço e exclusivo,1,2
registro e preço e exclusividade,1,1
"""fato do príncipe"" e ""força maior""",1,4
registro e preço e dispensa,1,3
registro e preço,1,122
registro e firma,1,34
registro e estatais replicáveis,1,1
registro e desligamento e ato,1,2
registro e crea,1,17
"""fiscal de contrato"" e ""notas fiscais""",1,94
valor acima e preço máximo,1,3
registro e cinco anos,1,63
registro e ato e revisão,1,59
"registro e ""firma""",1,34
"""fiscalizaçao de obras e serviços de engenharia""",1,1
registro de preços objeto certo e específico ,1,1
registro de preços e serviços e contínuos,1,4
"""fixar novo e improrrogável prazo""",1,9
"""fixar novo e improrrogável""",1,9
"""folha de pagamento"" e bancos",1,1
valor apurado do débito ser inferior ao limite estabelecido para a instauração do processo,1,7
registro de preços e quantitativos,1,19
"""fonte de recursos"" e licitação",1,1
"""formalismo moderado"" e edital",1,3
registro de preços e preços,1,117
registro de preços e preco global,1,21
*embargos e preclusão,1,12
atestado e subcontratada,1,2
*embargos e protelatórios,1,30
convênio e responsabilidade e prestação ,1,130
análise de viabilidade   e  solução de ti,1,1
convênios  e desvio de finalidade,1,100
"convênio, prestação de contas e desvio de finalidade",1,2
"convênio, não licitação,  e prestação de contas",1,352
"convênio, não apresentação de licitação,  e prestação de contas",1,4
"convênio, formulários ou receitas e despesas  ou  pagamentos",1,11
"convênio,  licitação e prestação de contas",1,7
convênio$ e tributo$,1,10
análise e de e sistemas,1,23
análise econômica do direito e análise econômica,1,2
"convênio ou formulários, receitas e despesas ou pagamentos",1,11
convênio ou formulários e despesas ou pagamentos,1,320
apenas  e uma  e empresa e licitante,1,11
convênio e valor maior,1,1
convênio e valor e aditivo,1,1
convênio e utilização e recursos,1,77
convênio e tributos,1,10
convênio e tributo,1,10
apenas os atos subsequentes e diretamente,1,1
aperfeiçoamento e treinamento inexigibilidade,1,2
convênio e tce,1,66
convênio e taxa de administração,1,10
convênio e solidariedade,1,105
aplicação da sanção e estatal ,1,1
convênio e sem fins lucrativos,1,40
convênio e retroativo,1,1
aplicação da sanção e estatal ou estatais,1,1
aplicação de multa a administração pública,1,20
convênio e responsabilização e particular,1,2
convênios e aquisição e compra,1,4
convênios e congeneres,1,71
convênios e congêneres,1,74
corretora e intermediação,1,1
cotação e 180 dias,1,1
cotação  e 180 dias,1,1
cota e empresa,1,6
cota e divisível,1,2
cota e 25%,1,5
anvisa  e licença  e sanitária,1,2
correção monetária e convênio e débito,1,16
correção monetária e convênio,1,16
correção monetária e atraso no pagamento,1,3
correção e planilhas e licitação,1,5
correção e planilha e proposta,1,5
correção e planilha,1,6
anvisa  e licença e sanitária,1,2
correspondência e portaria,1,2
convênios e contrato de prestação de serviços,1,16
correios e ect,1,4
cooperação e técnica e recursos,1,8
anvisa e habilitação,1,2
cooperação e chamamento ,1,2
cooperação e acordo ,1,43
cooperativa mão de obra  e cooperativa,1,1
convênios não formulários de  receitas e despesas prestação de contas,1,4
convênios e responsabilidade e venda,1,5
convênios e responsabilidade e pesquisa,1,1
convênios e responsabilidade e empresa,1,74
análise de preço e não insumo,1,5
convênios e empresa,1,117
convênios e convênio banco do brasil,1,3
aplicação de multa e falecimento,1,4
convênio e repasse financeiro,1,13
cotação e eletrônica ,1,4
"convênio e repasse e ""execução física""",1,7
convênio e execu$,1,681
convênio e estudos e pesquisa e bolsas,1,2
convênio e escopo,1,3
convênio e engenharia e 2021,1,2
convênio e emenda parlamentar,1,8
"aposentadoria e ""integridade física""",1,2
convênio e devolução e ente,1,12
convênio e desvio de objeto ,1,73
convênio e desvio de finalidade,1,100
aposentadoria e anistia,1,21
convênio e convenente e suspensão,1,7
convênio e convenente,1,291
convênio e contrato e débito,1,12
aposentadoria e benefício e especial,1,20
aposentadoria e comissão e efetivo e exercício,1,5
convênio e congêneres,1,75
convênio e compensação,1,5
convênio e cinco e anos,1,10
convênio e bloqueio e judicial,1,4
convênio e ação de continuidade,1,1
convênio e artigo e 57,1,2
convênio e art. 116 da lei 8.666/1993,1,9
convênio e alteração e objeto,1,24
convênio e acréscimo,1,12
convênio e 01/97,1,3
"convênio e ""projeto básico""",1,17
"convênio e ""prestação de contas"" e oscip",1,2
"convênio e ""prestação de contas"" e ""falta grave""",1,1
"convênio e ""objeto genérico""",1,2
convênio e execução antes de liberação de parcela,1,1
convênio e execução parcial e débito e contrapartida,1,1
convênio e finalidade,1,247
convênio e ong e licitação,1,1
convênio e recursos e federais,1,304
convênio e recurso e destinação,1,13
convênio e reciproco,1,14
convênio e receita,1,38
convênio e recebimento e serviço,1,13
convênio e reajustamento,1,1
aplicação de multa e prescrição,1,16
aplicação de multa sobre o valor total do contrato,1,1
convênio e prazo e vigência,1,8
convênio e prazo,1,88
aplicação de penalidade ao licitante que deixa de entregar a documentação,1,1
convênio e parentesco,1,5
aposentad$ e portaria$,1,8
aposentadoria  e insalubridade e tempo e conversão,1,7
convênio e fomento,1,8
convênio e nexo de causalidade,1,203
convênio e nexo causal da despesa,1,25
convênio e limite e alteração,1,1
aposentadoria  e sentença judicial ,1,53
convênio e legislativo  e executivo,1,1
convênio e julgar contas,1,5
convênio e inidoneidade e convenente,1,2
convênio e inidoneidade,1,17
convênio e inexecução e parcial e objetivos,1,1
convênio e inexecução,1,21
convênio e inexe$,1,22
convênio e impostos,1,10
"aposentadoria e ""atividade de risco""",1,1
cotação e dispensa de licitação,1,2
cotação e pregão,1,1
convênio e  ausência de recibo,1,11
antecedentes e condenações,1,5
cumulação de pensao e aposentadoria,1,24
cumulação de cargo e emprego privado,1,8
cumulação da garantia de proposta com a exigência de patrimônio líquido mínimo,1,8
cumulação da gae e quintos,1,4
cumulação aposentadoria propria com pensão civil e vencimentos de cargo público,1,2
cumulação  e penalidades e administrativas,1,2
anistiado e tempo especial de serviços,1,1
cumulativa capital social ou patrimonio liquido minimo e garantia,1,4
cultura e renúncia,1,9
ano-calendário e desenquadramento,1,1
culpa presumida e ordenador de despesas,1,1
culpa presumida  e ordenador de despesas,1,1
culpa e subjetiv$,1,20
culpa e strictu,1,1
culpa e ressarcimento,1,2
culpa e presumida,1,4
anos e serviço e privad$,1,2
culpa e estrito,1,6
anos e serviço e privada,1,2
anotação e responsabilidade e tecnica,1,14
"culpa e (""sentido estrito"" ou ""stricto sensu"")",1,13
culpa contra a legalidade,1,4
ctps e licitação,1,12
csll e inclusão e proposta,1,3
crédito extraordinário e suplementar,1,1
crédito e erário,1,11
crédito adicionais suplementares  e remanejamento,1,1
anotação e responsabilidade e tecnica e custo,1,4
cronograma e obras e alteração,1,5
cumulação de pensão civil e militar,1,14
cumulação de pensão e remuneração,1,16
cumulação e cargo de secretário e natureza ,1,1
custo e controle,1,11
cálculo e média e limitação e teto e rgps,1,1
ampla defesa e procedimento administrativo,1,5
ampla defesa e supre,1,3
custos e serviço$,1,243
ampla divulgação e prazo de divulgação,1,7
custos e diária,1,8
custos  e amostras,1,2
custo$ e locação,1,2
custo$ e evento,1,9
ampla publicidade e pregão ampla publicidade,1,16
ana e segurança e barragens,1,1
analise e critica,1,2
analista judiciário e função comissionada,1,8
custeio e organização e social,1,2
cumulação e cargos e clt,1,2
custeio e desvio e finalidade,1,1
cursos e inexigibilidade,1,4
cursos e contratação,1,9
anatel e certificado anatel,1,1
anatel e certificação e licitação,1,1
curso e concurso,1,8
curso de treinamento e curso de treinamento inexigibilidade,1,2
curatela e pensão,1,1
cumulação inss e pensão militar,1,9
anistia e política,1,6
cumulação e pensão e militar,1,27
cumulação e pena,1,16
cumulação e jornada e 70,1,1
cronograma e obras e aditivo,1,6
cronograma e obra,1,32
cotação e preço e mínimo e 3,1,1
cronograma e físico-financeiro,1,26
credenciamento e inexigibilidade e todos e interessados,1,7
"anulação  e ""poder judiciario""",1,41
credenciamento e inexigibilidade ,1,24
anulação e contraditório,1,13
credenciamento e fabricante,1,11
credenciamento e equipamentos,1,4
credenciamento e credenciamento exames,1,1
anulação e contrato,1,26
credenciamento e condições fixadas pela administração,1,2
anulação e devolução,1,1
credenciamento e assistência à saúde,1,1
anulação e débito,1,1
anulação e homologação,1,2
credenciamento e advocacia,1,1
credenciamento  e alimentação ,1,3
crea e ti,1,29
crea e pessoa jurídica,1,5
crea e cau e crea,1,2
anulação e licitação,1,46
crea e acervo técnico,1,7
anulação e licitação e ilegalidade,1,1
cpf e endereço,1,11
covid-19 e desequilíbrio contratual,1,1
anuênios e estadual,1,7
cotações e obra pública,1,2
cotações e licitação,1,49
cotação preços e mercado,1,26
cotação ou preços valor médio ou mediano e obra ou engenharia e obra engenharia,1,2
anuênios e tempo militar,1,2
credenciamento e parcerias,1,4
anualidade e restos a pagar,1,4
antonio e anastasia e administrativo e decreto,1,1
antecipado e pagamento,1,38
cronograma e diligência,1,1
cronograma de obras e cronogramas compativeis,1,2
cronograma de execução alteração durante o contrato,1,4
critérios e objetivos,1,98
critérios e motivação e justificativa,1,3
critérios e desempenho,1,6
antecedentes e lindb,1,2
critério técnica e preço,1,85
critério pontuação e habilitação,1,5
critério menor preço global e preço por lote,1,4
critério e medição,1,41
antecessor e contas,1,42
critério e julgamento e maior e desconto,1,4
critério de desempate e critério de desempate objetivo,1,3
credenciamento e prazo e edital,1,1
crime e pagamento,1,3
criação e novos e cargos,1,1
criação e extinção de cargos,1,5
criação  e emprego e público e empresa ,1,1
criação  e emprego e público,1,9
criança e do adolescente,1,8
creditos  e suplementares,1,5
credenciamento profissionais saude e credenciamento competição,1,1
credenciamento fabricante restrição a competitividade,1,4
credenciamento e vale e alimentação e inexigibilidade,1,1
anteprojeto e projeto executivo rdc,1,3
anterior a sessão de abertura,1,1
credenciamento e pregão ,1,2
"convênio e ""art. 65""",1,1
convênio  recomposição e ,1,7
contratação e serviços e eventos,1,14
"contrato e ""direito privado""",1,32
contrato e gestor e fiscal,1,11
aposentadoria e remuneração  e ativo  e última e média,1,1
contrato e estatal e internacional,1,2
contrato e escopo e vigência ,1,2
contrato e escopo e prorrogação,1,1
contrato e erro e material ,1,1
contrato e erro e material,1,1
contrato e empreitada e preço e global e superfaturamento,1,4
aposentadoria e servidor deficiente,1,12
contrato e emergência e procedimento,1,7
contrato e emergencial,1,24
aposentadoria e servidor e deficiencia,1,9
contrato e documentos e ordem de serviço,1,1
contrato e dispensa e continuado,1,4
